,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value
11,4.995904265950961,4.000895725375521,4.997560547743594,3.6569003939288383,4.618861281871907,4.368539592530384,2.6645827336502483,4.561833186268381,4.335050854141566,4.4601610553538364,3.5881474744375508,4.2268670990704775,4.4533017010100915,4.996981545026243,3.383137890675125,4.0016221649715185,3.0100646095933246,3.4968779591944497,4.1799895331575145,4.034187871825777,4.504508879368006,4.044960242235536,3.155356788050133,4.3525839945811535,4.62188186662077,4.077773435410157,4.239613336786773,4.137196029869294,3.87065201358878,3.341427145800482,3.193156932062694,3.1729908482666866,4.9573111573695074,3.0014246481276112
12,4.999007984302847,4.6469939968418315,4.998344608089107,3.996959084027428,4.979655835131616,4.90869626343206,3.520576102234845,4.997936436981947,4.8441292580445054,4.8314634374276375,3.430073976847812,4.099884147909978,5.30705337493576,3.0026195785039196,4.997682059951559,3.9845044583506657,2.5099976522062204,2.6735973000480855,4.441885790766501,4.825862544827409,4.3676930569978625,4.568641681099847,4.997477714491866,4.772323959167504,3.8702830034512337,4.282598758936796,4.395765910608181,4.277848759554561,4.52993933945449,4.705884276218145,1.6768992486906793,4.395752424258178,4.05106850947108,4.115806431616029
13,4.000213678535693,4.153530789967889,4.167349255983883,3.6868313988120898,4.886303973207524,4.123889155072347,4.9927901023823775,4.091284774021915,4.3422385517944475,4.881671743690109,3.515550282233474,3.373501251744735,4.00016947379741,2.9080905783111044,3.9973309785427538,3.37091950328963,1.1493490426110056,2.2425552086123854,2.6099375289314146,3.4920627527959045,5.07041309000015,4.000632264001571,3.001034834786555,5.396936367963085,3.5382032671866943,3.785548217441885,4.719183687537844,3.560126087761566,1.7663044140772413,3.908277222539127,0.9746542819917706,4.188542899896643,4.459651750168584,4.0129827699309955
14,4.997609142219308,4.003247381904326,4.999247635214815,3.8223492652854794,4.9986155997531885,4.591895058077242,3.717060956200436,4.694855682780312,4.538563315477117,4.689071227031966,3.6001946883750375,4.209465524593672,4.998476468597198,4.307565547404729,3.7778113121693075,4.414254003001971,2.5400039121868274,3.0098475092627224,4.237531563544401,3.580300438368498,4.728198455511346,4.4739048569655475,3.7396359209018795,4.996986778916036,4.36665490881189,4.104939303988683,4.009448334676042,4.16842130099193,3.682729668864498,3.921633711569897,2.5491619129259413,3.9997721988343162,5.251236358655881,4.345235251859685
15,4.997310937654136,4.823732659749576,5.000707094569146,4.996862284332781,4.99030845892183,4.900158714767417,3.3940668163746683,5.077825588680601,4.909305059685906,4.924157197724608,4.308729923354628,3.8548515097336464,4.999562977122484,4.000783912993099,3.563665295792052,4.283259729478185,2.6650161435141855,3.5708891163991883,4.209457010143762,3.992749412993065,4.204709618863453,4.421083051138223,3.5190856023106676,4.664821303801655,4.079971323273794,4.721119709384912,4.104839017951625,4.998116597893284,3.197312085439752,3.75168973133119,2.006938542226663,3.557575683534815,3.921893278891101,4.528141661644498
16,4.001327273644507,3.5919811015007532,3.999163749956202,3.0134175202808886,4.476325424869491,4.130664592064507,3.4171600385256147,3.9999323357478334,3.811363751865846,4.498657443475178,2.7326554823651765,3.779662671467486,3.8121836459264307,3.596637436603473,3.3264224159614355,3.5563947439635686,3.1687187772614003,2.9998303461325766,3.8081728489274136,4.690081486852022,4.524853431495194,4.476529525166023,3.6605196746321482,4.419806095706823,3.1906840122639206,3.157527065605885,3.69138789163137,3.243763375660412,3.5436054240373394,4.997399170102746,3.624306053448491,4.998335160600716,4.998005114232132,3.9998765641523994
17,3.999793083592836,3.999852363865019,4.002913633300867,3.566337248170755,4.991965718369053,4.138904769076298,2.921982590876283,4.24265036251282,4.08745515228662,4.526205324220625,3.0466563099745088,3.58112063665542,3.998848628017721,3.4196590070480273,3.6255377386187044,3.4115532763936125,1.5343028262526421,3.8548278373564804,3.0271455458967167,3.8828161754386934,4.882491927026031,3.7765054905189244,2.5502671867599975,4.001642209813975,4.097678093358338,3.925639402258834,3.743374875502284,3.7164465550686785,2.892576846690583,4.338725365547904,2.5508827657097357,3.0289833237914205,3.606767255781787,3.881834334164235
18,4.998532650145091,4.430965308904194,4.998590324978048,3.8512445430655067,4.978887709729698,4.6176043361631764,2.9846237424491084,4.804944960080834,4.657124307806531,4.648439431131665,3.8457651146508773,4.445835359525298,4.999711843755352,4.9993463696625176,3.7720453902579196,4.445428705688825,2.6788078836684615,3.9107385593589163,4.258208747082161,3.7771407616487473,5.000302888783742,4.239682409660376,3.4572446817990365,4.615958893887799,4.997123786061218,4.5642123982944405,4.274204965529625,4.546833756210192,4.035872105598288,3.571031490976597,2.978405100368283,3.451229104545027,4.448340016393769,4.226382305262093
19,4.96442156393757,4.99891303275604,4.463372818538594,3.9281930491667456,5.302991241073354,5.001592889413808,3.209842090396421,4.962986037805044,4.997156881456516,5.040889828741797,3.5410316731168554,4.641683071335193,4.815059922922052,4.286442091418823,4.997729498713476,4.001504515429057,2.3295001996732725,4.857003245928821,3.4994258376340044,4.062005692296896,5.000015362131046,4.996368430825695,3.0015006299904603,5.000678356611592,4.997807231208889,4.585472970996917,5.05833284772313,4.360317997887926,4.3326729773205646,4.214347516882856,2.7027920935011633,3.790504123603139,4.754638574721698,3.4406046039594638
20,4.704353964936158,4.996867484293003,4.445177995369224,4.062334107040283,4.999236362025646,4.756408414888359,3.855420103469645,4.710403842987867,4.7268890059872986,5.03390151122985,4.069117021432107,4.126827534145105,4.778746307536566,4.00157329931873,3.8886803144962667,4.2866619851002605,2.313892633659421,3.4585181274507564,4.064198124288008,4.459417942047504,5.119043362265463,4.687895848057686,3.9997938562262916,4.997900528400566,4.0342129858156675,4.521634944326979,4.382346748188863,4.46191542706475,3.2501159678951677,4.480476008771431,2.999211959468622,4.672725977334478,3.999989317019724,4.998987992574563
21,2.99365381887484,3.9967886166270805,3.060133533627881,3.2847980914565604,3.000816084909426,2.8549906761885615,2.1601555585367405,3.0025153667534368,3.438398804164698,3.406442846511189,3.995951463349009,2.557116659965925,3.0007489425174994,3.206501992710354,1.7304160951781495,3.1678091095514027,0.9374610967785858,2.4040365217510358,1.949096887915769,2.0000099080085465,3.0003696899604977,2.273565572027871,1.9543506167871443,3.00076758555149,2.786958956594267,3.9963584370462875,3.1941909195986553,3.999359007486981,1.0004642539205522,1.8316693656612457,0.9809654286884126,1.0007842498204436,1.2301011508474111,3.1399735002245865
22,4.364068745254591,4.001417034982752,3.8532085363118522,3.369853042383264,4.408129276847383,4.243693356360192,3.9985501150569775,4.1532909297732274,3.999388894136325,4.396676018815823,3.452143076004627,3.7718241307412295,4.101338642213164,3.722668174277814,3.451638838410011,4.183674731081924,1.9954668173508967,2.704731373066668,3.000617832506779,3.46393555230229,4.4629558552826945,4.996811514671129,3.3934047047902336,4.997307682506584,3.54778611306918,3.577208931095989,3.994318482342648,3.540198282468416,3.023529265644109,3.6989363436222384,2.4829415430568056,4.765149202372092,4.978593629125141,3.7783265714314904
23,3.78649927617237,3.99857020799036,3.7070476630954525,2.910704377988848,3.7958845469934825,4.073741988227945,1.9296406657736207,3.9191375266363666,3.688171360203387,3.7461537883913354,3.3736395250967557,3.9251478332261116,4.434979233662671,4.998575232583724,2.6892689031198747,4.006273698384824,2.8323673639770632,3.8751014782088347,4.258483910104792,4.248773924784508,4.463769688230896,3.8584814207467493,3.651215920767044,3.3579478870975463,3.9997250127682515,3.8468585932846557,3.112491957129552,3.881905217739613,3.9985802569485838,3.35109153887303,4.997781513357029,4.000366129963299,3.001468283182369,4.998663890996139
24,4.942120393929268,4.999670810485987,4.982745600168668,3.668554608470577,4.99905435235191,4.97568347327963,3.5610801439822235,4.962726675648012,4.941054826849831,5.000778939412604,3.791475995712703,4.524744060063719,5.339864104449296,4.1215129579639065,4.997908248783669,4.333306959968961,2.706026416644791,3.210657830658998,4.294601003492536,5.059294967397193,5.25195876244211,4.801184416374913,4.996876769096817,5.000392061825422,4.3742175423163925,4.542050074699725,4.99768723222388,4.389535305585624,4.845338966147984,4.436207643710157,2.631642487133912,4.86352379283048,4.3213081815984475,4.34219682380548
25,4.383842976070707,4.997511810679437,4.002084466405924,3.679164965741028,4.770027705338356,4.395853995656544,3.810902920260933,4.345491619017666,4.525484593977426,4.998052410129753,3.9251306520283125,4.01177815483059,4.0005806749987975,3.8582158477659343,3.9537012749749896,3.779414188786489,1.934006880086986,3.6206357555456443,2.9235928268470457,4.205764307863356,5.107607607534395,4.504804794305202,3.1112177348652295,4.997821017819879,4.003528133733011,4.350115501631751,4.99791541147458,4.060789819887822,2.7599027934450233,4.242244463030924,2.438258152655379,4.111067717305511,3.967379373966741,3.51455882389609
26,4.910293190981891,4.999504104334326,4.716363190274488,4.139554596138381,4.999707682851115,4.999021907190516,3.5151028490948573,4.9978369293454445,4.817935096117025,5.001961471204928,4.01662847876782,4.343674570015366,4.967945128852008,4.519798949694959,4.38915451655119,4.283649956090432,2.6127381536133565,3.951110360521966,3.6837895970738197,4.586782096650387,5.1827404448258045,4.99858123797964,3.765090676891167,5.000039399036593,4.535066493257466,4.545902055433235,4.9966566902534195,4.419995145556134,4.102024942142372,3.933094875507278,2.7679600557602995,4.582624341927054,4.500589166442416,3.847572631269838
27,4.8332653507105565,5.001274642416917,5.059291417152477,4.6552806847881145,4.998589556101692,4.71035093657979,3.9040635437636917,4.854740139422577,4.857889042470509,5.122219239881207,4.9938863409970375,3.9798732052556116,4.957414041999958,4.934611789801364,3.0582472218629424,4.859536750775389,2.161989709028777,3.2003506931803947,3.6727602337493734,3.8513398465929103,5.247166527644247,4.370210070321839,3.6268861680121844,4.999403156337311,4.2746315635215355,4.999515336513188,4.504788952745329,5.072383351995685,2.6583072746731147,3.3797697411593006,2.4562556360244563,3.720087995507257,4.07424956445897,5.000143198411005
28,4.931442735116115,5.000286240003356,5.169523847231323,4.2424812929563736,5.293829884837744,4.828187392326143,3.456105150598992,4.993350671650975,5.113032562464658,5.180986041997184,4.268550085523398,4.544984778694387,4.95875155753395,4.999919714036878,4.119663514478636,4.464604806222063,2.780359376099938,4.20090834556942,3.9558388848437835,4.123884793637371,5.312141250628047,4.369282828170766,3.4502248657801755,4.999521598298384,4.997964383940184,4.985866401169801,4.9978759827006725,4.997531588423623,3.866729475396008,3.8517517069449116,2.5082964672487726,3.530003180405264,4.389664961951274,4.455720095244105
29,4.9840674890953585,4.99757111329645,4.771935996844519,4.049511570389102,4.999224516734203,4.769558416436316,3.5290812445876694,4.856538305594048,4.786977187620442,4.953738252784516,4.446909155137665,4.451476283676216,5.000210441388281,4.999339338836967,3.583910062075928,4.997433801688813,2.5848955193251344,3.721756874802271,4.005324151290813,3.9901260569921955,5.330066412314561,4.891189972403022,3.963921691622016,4.999565214697115,4.571759461858131,4.815839752663317,4.433819667256731,4.810630572134259,3.7657445028225482,3.8290793397096063,3.1122176071640433,4.382476050142567,4.385548732687189,4.9196868321675735
30,3.9517619743190773,4.027460135835693,4.997397281703389,4.2713120221462955,4.9983096214532,3.7424256565529217,3.0419272288507364,4.184676585314091,4.584497494950437,4.996728638565892,3.7868775071313063,3.45800826403522,3.0047032195684698,3.9994513085909182,2.436928019124478,3.4699490174027505,3.2374103383389183,3.2972803161607396,3.552991468176446,4.262089174451611,4.000323013560162,3.0006912919680064,2.4209903923339477,4.000281434200505,3.6185923735874472,4.322960294992287,4.000999319682393,4.99559037244775,2.228251848028585,4.011509606737781,1.680574252014062,1.8139586033259454,3.860435169421005,4.212989102999986
31,4.531785172974302,4.662539255662464,4.999958939058531,4.248629000084056,4.910696786092336,4.6494012511382445,3.1694217893673136,4.7599753365171225,4.995411195251799,4.820513319311332,3.9653611330190563,4.147825059752025,4.993655940228226,4.257110070617579,3.9947867344407673,4.258708049560674,3.000873628874,3.7280028512302525,4.219436689414482,3.8116823197180545,4.4256326631514,4.066933931163498,3.768966867330531,4.540258936636019,4.237953885726832,4.699749228084356,4.297529114637971,4.999252625085716,3.999182226966032,3.678355028041078,2.0003939784575384,3.387815962484938,4.00040284007405,4.999318393349035
32,4.449423485327252,4.2889403413676135,4.997934824249122,4.9958787294130715,4.658237761016927,4.768496744516093,2.8908985071482682,4.919333791643045,4.575871076182021,4.560050054060931,4.036452332881304,3.406624727956229,4.99878754643494,4.059436232358877,3.20337439394681,3.9546071057980554,2.9061445043786778,3.4872023978621103,4.075952511559074,4.1259357676421455,4.000113171990482,3.9987177694921456,3.374269135418305,4.0021680064907335,3.7437926009013474,4.353903950611935,3.7126128236302773,4.766581190869422,3.3754725918624464,3.2070202573712194,2.1142618090903027,3.4289384390400905,3.68008325006571,4.572895041406457
33,4.920742449408789,4.853672963781905,5.000081524396445,4.539627681513133,5.410111053721032,4.998530078762584,4.9948089571765335,4.998757430559341,4.913999325775042,5.430207383422922,4.379054008821771,4.0446100286028095,4.999852364379448,4.14663819451959,3.932836783719817,4.497889319050161,2.1576594741098676,2.886074384629882,3.8096192329209586,4.464932976046396,5.5788598330579005,4.962341909568736,4.000038993617044,5.763324524879534,4.119716007013992,4.517491811139445,4.835189689858495,4.495345074479913,2.7431005440560297,4.3765178420603315,2.3508457162066736,5.1590021870891825,4.954558708860355,5.125924257518948
34,4.283256544942525,4.611439503862405,4.9998732051023405,4.782833723400012,4.629919611874766,4.763626442782537,3.5601355861216546,4.68018819209049,4.9960692463797765,4.997935135045255,4.224444174323295,3.6017212415354574,4.997297796419065,3.5165391069099434,3.6454847002484287,4.0004038170023986,3.11626521983524,2.9047300815781316,4.173356867567878,4.175427500307449,3.6555326015506253,4.060823074309821,4.09657205746237,4.508195784329179,3.00514258561101,4.471097414630911,4.089699350076035,4.99780070275282,3.311479462262712,3.9816359680355355,1.7809869162603678,3.5810724845544586,4.0762264648441064,5.122236907101749
35,5.049727300137708,4.471786077766044,4.999728680227989,3.585097618583775,5.230110837971822,4.566057411163088,2.745430598827553,4.725092403010776,4.882513392352343,4.999946649144363,4.000708472125721,4.998340871773163,4.999587822354042,4.998831604668505,3.629868853213973,4.9960087870693854,2.60549014019623,4.290230498367848,4.016609771467824,3.414076298155874,4.384664927461186,4.251672053445703,3.5117425428626476,4.591563208481193,4.999759219756331,4.999102084536623,4.000388288798585,5.000270116661181,4.127438085088605,4.9977683957153065,3.3190641500931113,2.0026567636124697,4.4328010159509486,4.406223025707448
36,4.55085331847139,4.065999489939149,4.998049421029538,3.682838225688369,4.407382823917875,4.095076301510125,4.337566132797466,4.314246961256415,4.376138483469953,4.445577270993198,3.9686861372321287,3.5443221927083948,4.731092840084374,3.4705745730535424,3.433977560372932,4.476801888411067,2.3484011452086193,1.0021363999843476,4.1447868599880255,3.690042338197624,4.532237806940882,4.039675476125654,4.9977358708721615,4.996538718245901,3.276494104115403,3.9986329505135116,3.9371352039867342,4.251802740612525,3.142696957305552,3.28124535300966,1.001065067787921,4.615875453472152,4.277947308008389,4.999282751779506
37,4.9265648681834735,5.099297562080987,5.000254958458082,4.750172827906104,4.894994349076445,4.867792333790017,3.717446413904757,4.997633809021601,4.830702631095509,4.999987203119758,4.995281583344133,4.000667854582479,5.182980192941157,4.941988997750876,3.1366959888729076,4.998922562188896,2.334356634153094,3.303438210917185,3.8624844964772054,4.004649043881396,5.152906141291236,4.652090017596017,3.9223467820824767,4.902416366717238,4.259268736424264,5.000122170885537,4.376290823791387,5.099287313616962,3.062258008954262,3.3063705915099506,2.6204349344321067,4.138280087947146,3.907779165919884,5.1020379678223104
38,4.124167817552118,3.65221038434505,4.995005333396326,3.7412267006730207,4.9964781094517505,4.000358935656947,3.024087130798948,4.32692825527152,4.207603408862382,4.616109533243659,3.2243114860683844,3.481233794039485,4.000783095208566,3.9400937294018843,3.2771450958279527,3.4353969485025573,2.5038474313073107,3.0051290141369114,3.6625379681729613,4.317415299468526,4.999363663923039,3.2216497134229916,3.0320772541790966,4.001389217616648,4.034500239602311,3.8837274594659337,3.9584165474476802,4.001517609185512,3.1004230704953386,3.8332387875648544,2.0750645296006613,2.967864663365889,4.184768661360714,3.9187840838109573
39,4.822362585449789,4.915262765069888,5.000941980208318,4.318992920410614,5.2946945014791424,4.767150071454339,2.9841569152653604,4.996248052804508,4.998954878507925,5.000048975670992,4.001848658752759,4.359208131981405,5.000484795894958,4.47650947413183,4.156952730696109,4.168323522312372,2.4603484405735396,4.434821364140567,3.9720613878425124,4.027239988990386,5.005514025808315,4.001187040099955,3.2477298302960316,4.537284860525522,4.9986713956550695,4.9953566442905295,4.582421136561122,4.9387121363835975,3.7860927567703975,4.106331326857493,2.3024623048828268,2.910488064374635,3.574407429440941,4.383208702132847
40,4.87639812511577,4.605810960861849,5.280889592337114,4.997665984788937,4.608574560209432,4.757362290723378,3.9986041660316025,4.996547184235405,4.418550714353752,4.8192285519611815,4.99932711243634,3.5190221714552767,5.034437138070431,4.782705051171874,2.004970568121664,5.165627108909358,3.3155286527030285,2.0381052662965966,4.898978873303673,4.9775917800849445,4.816788410823815,4.650445110617491,4.996081433626031,4.695491246579872,3.364111098051315,4.519020297784897,3.4581152779660154,5.076840027566387,2.8116359419311165,3.6248054906059375,3.1647187880407857,5.3854912022999075,3.7817091342178024,6.196435460361479
41,4.616435971994409,4.594131198335589,4.846434266519909,4.996424718085586,4.999191838726403,4.997949699641266,3.2325374837285046,5.029864383795456,4.894477678552076,4.903062056272867,3.8927660801835517,3.7243974954056585,4.999544502833337,3.741414701141348,3.9985551949792075,3.7213194371500697,2.568244865535287,4.037456574825593,3.785421929817627,4.058083151365048,4.000903094469708,4.282775309174993,3.0008021952662203,4.462278785598318,4.025444310571727,4.489693029361677,4.257514987149573,4.721217079604282,3.3495699470535247,3.788073464978684,1.9544748192410524,3.239952606749447,4.021316845977721,4.122791879166738
42,4.050506799398338,4.326663870758414,4.235006200203571,3.9987572008000956,4.9187798149037985,4.329569400162266,2.7126731930219856,4.450978840503508,4.466418079559908,4.567137474648041,3.40888098894153,3.8728267915634733,4.332632120348589,4.303728323984604,3.741874892452017,3.652571642074557,2.49576307826495,4.9959622802962,2.983257824963448,3.0005561200440383,4.998240209494677,3.8994823958223885,1.8772070247270105,4.20446528124249,4.61182213945636,4.313872595627155,4.328104946271175,4.229265996474619,3.393673827531277,3.405345970755866,2.0012887654330553,3.0572538649423016,3.999119671177803,3.7950187836978038
43,4.238769603975812,4.209469119770492,4.297597638481902,3.4719838869836748,4.00103459993131,4.315858433255217,2.884778567413445,4.227738829524904,4.074438310978044,4.069569325395227,3.9980284846882115,3.880062777342517,4.9972190516791555,4.997674133197361,3.173287740513456,4.310656625538181,2.2892865305435395,3.2687788922942254,3.6128238083444035,3.369530307916789,4.822408323884082,4.065595618146218,3.5341244364756,4.2168356075275195,4.161260562406379,4.136052138101369,3.9985813995474646,4.00148323002435,3.5937826517215816,2.5672457291667854,3.2316045420412136,3.980185644997045,3.892202929041456,4.239587210669042
44,4.256167108725499,4.129531854002004,4.141629314258155,3.7407207782580354,4.997899303832059,4.074457684616844,3.9995631417807203,4.15799596624902,4.316584758908594,4.801754046543286,3.535572615634207,3.7235703350780223,3.772781679193575,3.8258679605079866,3.445182482167549,3.625640894675155,1.6341186419687914,3.563648619869813,2.6996674672119028,3.0000949768027794,4.999678972236315,4.0264541584073115,2.002662525801399,4.995172546252658,4.190986858379065,4.002723875410108,4.433755758617484,3.8366243567635783,2.0337771336639308,3.7567320827774893,1.8324218266749102,3.2844491686368755,4.714808629878449,3.571230810062467
45,4.685590910890935,4.561993541662072,4.567254828055863,4.074679784502989,4.9286477180058945,4.997994357700498,2.0033896623927143,4.995316302204399,4.78223784343374,4.549720156213373,3.0971174934778225,4.29929294602794,5.150955747137709,3.958851238036183,4.996453034966288,3.50174620139619,2.638760817844583,5.062310287739569,3.7870082586373615,4.203993774406072,4.159947648867817,4.3426945961938825,3.0015901034077306,3.93616288701192,4.785007897536403,4.395171840854979,4.4411214522022044,4.283758287198023,4.99991781944657,3.9666236013184575,2.6233953122203566,2.89137956520903,3.920382279440334,3.0529281108600004
46,5.2128145570238695,4.922993441820874,5.022126866555106,4.11151486198317,5.236720366124716,4.999664909306585,3.4241056599921462,5.087662058409544,4.997623157045665,5.000388881267996,4.23040447946604,4.726828574678397,5.334890251341217,5.119891307303775,4.085078768227264,4.998365297626196,2.7465780516462814,4.127576255043804,4.252534129569081,3.914350348034274,5.250733617717935,4.999019820090345,3.9061291678807817,5.091916519266368,4.997974765884888,4.875339110131692,4.534591226874489,4.8879861662303075,4.338821682903329,3.8936051861903964,3.107622840340101,4.18333777532808,4.785530132127916,4.83805003575875
47,4.739543777777535,4.947778292223494,4.500642929347192,4.311922139526057,4.9284640775013635,4.998833352773719,3.5591509949727707,4.937210146101437,4.673191418844476,4.996786618600579,4.099428772945878,4.106096883090213,4.99889515244864,4.0997545803023465,3.917025551798881,4.3797951051632085,2.4751733222250727,3.7074088008145005,3.809043543970961,4.711560471936672,4.844420995336499,4.997293989674831,4.021228196169706,4.799438868129608,4.000735177711332,4.505266913619324,4.374081854672194,4.464643896402911,3.666675611006302,4.505501896471141,3.0961349886314977,4.646419176830204,4.001386095688496,4.545405342785302
48,4.652757031622571,4.490565340835529,4.473136074008781,3.7774057391329166,4.5602513078812965,4.994495279457931,2.3014399528714553,4.848490514505977,4.501657080583193,4.459061782018641,3.4166199328756,4.384497569622859,5.247798504349582,4.513274625321261,4.253819561619927,4.057680819739771,3.031391636739016,4.3565547231175,4.2952164818150145,4.7812304317373435,4.234650054765594,4.713976995922248,3.972315973221699,4.0395844869123225,4.372251337364737,4.234790273883442,4.052057122277492,4.234911356931102,4.9978370276431034,4.176557400901209,3.9990830054136373,4.000596065647328,4.001019975294333,4.0004784362881995
